epoch,custom_KLD,loss,val_custom_KLD,val_loss
0,0.27444825,0.8355489982800051,0.34356648,0.9296418196195132
1,0.1355318,0.6452050257103268,0.55607456,0.9920932973102058
2,0.11414723,0.5954213295599599,0.4213062,0.9522984164617795
3,0.10172094,0.556441752812563,0.09467473,0.5450301276140915
4,0.0803179,0.5265117481802449,0.11663703,0.5886207972512101
5,0.073343,0.5084168608441497,0.25158077,0.6037354719587219
6,0.076092765,0.5077280755682941,0.42650875,1.10329982548049
7,0.07477298,0.4956022580013131,0.08283395,0.5094536847366399
8,0.0628485,0.48040244734777515,0.09179171,0.5025499300523237
9,0.06542457,0.47631670805540954,0.1329743,0.6217695695239228
10,0.06440516,0.4674104435683845,0.22176684,0.6234797223821863
11,0.06701628,0.46370917478036056,0.18155295,0.5943740900460776
12,0.06843312,0.462693488410799,0.058438983,0.4615767787803303
13,0.065142706,0.45591371158113725,0.12737434,0.5789059881782119
14,0.05960678,0.4475102636527705,0.09077361,0.47665519476969004
15,0.056219798,0.4446438934444349,0.08421775,0.45835290675039414
16,0.059110757,0.4408660701665527,0.08296761,0.45691934718198074
17,0.05539527,0.4374586929813092,0.103474826,0.49084029091901077
18,0.05475391,0.4347996296949717,0.06560149,0.47553074979162835
19,0.05581142,0.4344698182625688,0.043075625,0.43008541209357126
20,0.061723504,0.4370578999965738,0.046349116,0.4450353600762107
21,0.07356085,0.4453885525916562,0.05528331,0.44709276146702953
22,0.05804948,0.4273112937485501,0.13305889,0.5502012537155316
23,0.050218742,0.42172221429807283,0.062040124,0.4981947973435059
24,0.062720425,0.4383859864045015,0.100700125,0.537941537636183
25,0.03898916,0.40276557490939185,0.027456377,0.40574410351323875
26,0.035955995,0.4023732716838519,0.03636302,0.41425983149767953
27,0.03465618,0.40018770179320207,0.04566513,0.43806854135546336
28,0.03560326,0.3990028212209801,0.115478344,0.5390364601240529
29,0.037787467,0.39856468702291514,0.036873776,0.409904369802186
30,0.038712233,0.39817892553615364,0.033683944,0.4008877986953372
31,0.034155037,0.3953259399894512,0.025375554,0.4001999352917527
32,0.033364702,0.3948226712031282,0.03215556,0.4120601672372777
33,0.033093695,0.39359232270485395,0.034400918,0.4194108467081408
34,0.033582527,0.39330503067154904,0.034693588,0.4087291557293434
35,0.033263516,0.3928044076799314,0.03648846,0.40517832500077944
36,0.031872243,0.3906778029742695,0.036612246,0.412075286045735
37,0.024736127,0.3829709575934844,0.02342873,0.39119659409378515
38,0.02575517,0.3821619630053446,0.025212057,0.38219504555066425
39,0.026320063,0.38209980577875524,0.029366758,0.38542994818130094
40,0.026763095,0.38130514481754013,0.028055094,0.3896849538598742
41,0.025219921,0.38026296592507014,0.02457542,0.3876451966050383
42,0.02497248,0.3800036987507498,0.02633785,0.38849307112879566
43,0.024785895,0.37882197754723684,0.023148334,0.38714699685831605
44,0.022236865,0.3762458066468115,0.022632714,0.3801465838244467
45,0.023608552,0.37520764851982974,0.02284702,0.37764485367448813
46,0.021647492,0.3743753116174694,0.021608314,0.3780985984193298
47,0.021693554,0.3748532285615479,0.022854345,0.37702333307885505
48,0.022747349,0.3742976388309425,0.022091769,0.37875749357851035
49,0.021209672,0.37359511813560087,0.022926955,0.3774432668954263
50,0.02148372,0.37368719202357453,0.028322322,0.37785278757413227
51,0.021411024,0.37324589681186715,0.024028035,0.3761090342100565
